Num;Keys_CS;Genre;Species;Full;Country_list_JN;Country_basemap
1;Aedes aegypti Netherlands;Aedes;aegypti;Aedes aegypti;Netherlands;Netherlands
2;Aedes albopictus Albania;Aedes;albopictus;Aedes albopictus;Albania;Albania
3;Aedes albopictus Belgium;Aedes;albopictus;Aedes albopictus;Belgium;Belgium
4;Aedes albopictus Bosnia and Herzegovina;Aedes;albopictus;Aedes albopictus;Bosnia and Herzegovina;Bosnia and Herzegovina
5;Aedes albopictus Bulgaria;Aedes;albopictus;Aedes albopictus;Bulgaria;Bulgaria
6;Aedes albopictus Croatia;Aedes;albopictus;Aedes albopictus;Croatia;Croatia
7;Aedes albopictus France;Aedes;albopictus;Aedes albopictus;France;France
8;Aedes albopictus Germany;Aedes;albopictus;Aedes albopictus;Germany;Germany
9;Aedes albopictus Greece;Aedes;albopictus;Aedes albopictus;Greece;Greece
10;Aedes albopictus Italy;Aedes;albopictus;Aedes albopictus;Italy;Italy
11;Aedes albopictus Liechtenstein;Aedes;albopictus;Aedes albopictus;Liechtenstein;Liechtenstein
12;Aedes albopictus Malta;Aedes;albopictus;Aedes albopictus;Malta;Malta
13;Aedes albopictus Monaco;Aedes;albopictus;Aedes albopictus;Monaco;Monaco
14;Aedes albopictus Montenegro;Aedes;albopictus;Aedes albopictus;Montenegro;Montenegro
15;Aedes albopictus Netherlands;Aedes;albopictus;Aedes albopictus;Netherlands;Netherlands
16;Aedes albopictus Portugal;Aedes;albopictus;Aedes albopictus;Portugal;Portugal
17;Aedes albopictus Romania;Aedes;albopictus;Aedes albopictus;Romania;Romania
18;Aedes albopictus San Marino;Aedes;albopictus;Aedes albopictus;San Marino;San Marino
19;Aedes albopictus Republic of Serbia;Aedes;albopictus;Aedes albopictus;Republic of Serbia;Republic of Serbia
20;Aedes albopictus Slovakia;Aedes;albopictus;Aedes albopictus;Slovakia;Slovakia
21;Aedes albopictus Slovenia;Aedes;albopictus;Aedes albopictus;Slovenia;Slovenia
22;Aedes albopictus Spain;Aedes;albopictus;Aedes albopictus;Spain;Spain
23;Aedes albopictus Switzerland;Aedes;albopictus;Aedes albopictus;Switzerland;Switzerland
24;Aedes albopictus United Kingdom;Aedes;albopictus;Aedes albopictus;United Kingdom;United Kingdom
25;Aedes atropalpus France;Aedes;atropalpus;Aedes atropalpus;France;France
26;Aedes atropalpus Netherlands;Aedes;atropalpus;Aedes atropalpus;Netherlands;Netherlands
27;Aedes atropalpus Sweden;Aedes;atropalpus;Aedes atropalpus;Sweden;Sweden
28;Aedes flavopictus Netherlands;Aedes;flavopictus;Aedes flavopictus;Netherlands;Netherlands
29;Aedes japonicus Belgium;Aedes;japonicus;Aedes japonicus;Belgium;Belgium
30;Aedes japonicus France;Aedes;japonicus;Aedes japonicus;France;France
31;Aedes japonicus Germany;Aedes;japonicus;Aedes japonicus;Germany;Germany
32;Aedes japonicus Italy;Aedes;japonicus;Aedes japonicus;Italy;Italy
33;Aedes japonicus Liechtenstein;Aedes;japonicus;Aedes japonicus;Liechtenstein;Liechtenstein
34;Aedes japonicus Luxembourg;Aedes;japonicus;Aedes japonicus;Luxembourg;Luxembourg
35;Aedes japonicus Netherlands;Aedes;japonicus;Aedes japonicus;Netherlands;Netherlands
36;Aedes japonicus Slovenia;Aedes;japonicus;Aedes japonicus;Slovenia;Slovenia
37;Aedes japonicus Sweden;Aedes;japonicus;Aedes japonicus;Sweden;Sweden
38;Aedes koreicus Belgium;Aedes;koreicus;Aedes koreicus;Belgium;Belgium
39;Aedes koreicus Italy;Aedes;koreicus;Aedes koreicus;Italy;Italy
40;Aedes koreicus Sweden;Aedes;koreicus;Aedes koreicus;Sweden;Sweden
41;Aedes triseriatus France;Aedes;triseriatus;Aedes triseriatus;France;France
42;Ametropus fragilis Italy;Ametropus;fragilis;Ametropus fragilis;Italy;Italy
43;Ampullaceana balthica Ukraine;Ampullaceana;balthica;Ampullaceana balthica;Ukraine;Ukraine
44;Anopheles pharoensis Belgium;Anopheles;pharoensis;Anopheles pharoensis;Belgium;Belgium
45;Astacus astacus United Kingdom;Astacus;astacus;Astacus astacus;United Kingdom;United Kingdom
46;Atyaephyra desmarestii Austria;Atyaephyra;desmarestii;Atyaephyra desmarestii;Austria;Austria
47;Atyaephyra desmarestii Belgium;Atyaephyra;desmarestii;Atyaephyra desmarestii;Belgium;Belgium
48;Atyaephyra desmarestii France;Atyaephyra;desmarestii;Atyaephyra desmarestii;France;France
49;Atyaephyra desmarestii Germany;Atyaephyra;desmarestii;Atyaephyra desmarestii;Germany;Germany
50;Atyaephyra desmarestii Netherlands;Atyaephyra;desmarestii;Atyaephyra desmarestii;Netherlands;Netherlands
51;Atyaephyra desmarestii Poland;Atyaephyra;desmarestii;Atyaephyra desmarestii;Poland;Poland
52;Atyaephyra desmarestii Switzerland;Atyaephyra;desmarestii;Atyaephyra desmarestii;Switzerland;Switzerland
53;Austropotamobius italicus Italy;Austropotamobius;italicus;Austropotamobius italicus;Italy;Italy
54;Barbronia weberi Austria;Barbronia;weberi;Barbronia weberi;Austria;Austria
55;Barbronia weberi France;Barbronia;weberi;Barbronia weberi;France;France
56;Barbronia weberi Germany;Barbronia;weberi;Barbronia weberi;Germany;Germany
57;Barbronia weberi Italy;Barbronia;weberi;Barbronia weberi;Italy;Italy
58;Bithynia tentaculata Norway;Bithynia;tentaculata;Bithynia tentaculata;Norway;Norway
59;Borysthenia naticina Germany;Borysthenia;naticina;Borysthenia naticina;Germany;Germany
60;Branchiura sowerbyi Austria;Branchiura;sowerbyi;Branchiura sowerbyi;Austria;Austria
61;Branchiura sowerbyi Belgium;Branchiura;sowerbyi;Branchiura sowerbyi;Belgium;Belgium
62;Branchiura sowerbyi Bulgaria;Branchiura;sowerbyi;Branchiura sowerbyi;Bulgaria;Bulgaria
63;Branchiura sowerbyi Czechia;Branchiura;sowerbyi;Branchiura sowerbyi;Czechia;Czechia
64;Branchiura sowerbyi France;Branchiura;sowerbyi;Branchiura sowerbyi;France;France
65;Branchiura sowerbyi Germany;Branchiura;sowerbyi;Branchiura sowerbyi;Germany;Germany
66;Branchiura sowerbyi Ireland;Branchiura;sowerbyi;Branchiura sowerbyi;Ireland;Ireland
67;Branchiura sowerbyi Italy;Branchiura;sowerbyi;Branchiura sowerbyi;Italy;Italy
68;Branchiura sowerbyi Luxembourg;Branchiura;sowerbyi;Branchiura sowerbyi;Luxembourg;Luxembourg
69;Branchiura sowerbyi Moldova;Branchiura;sowerbyi;Branchiura sowerbyi;Moldova;Moldova
70;Branchiura sowerbyi Netherlands;Branchiura;sowerbyi;Branchiura sowerbyi;Netherlands;Netherlands
71;Branchiura sowerbyi Poland;Branchiura;sowerbyi;Branchiura sowerbyi;Poland;Poland
72;Branchiura sowerbyi Portugal;Branchiura;sowerbyi;Branchiura sowerbyi;Portugal;Portugal
73;Branchiura sowerbyi Republic of Serbia;Branchiura;sowerbyi;Branchiura sowerbyi;Republic of Serbia;Republic of Serbia
74;Branchiura sowerbyi Sweden;Branchiura;sowerbyi;Branchiura sowerbyi;Sweden;Sweden
75;Branchiura sowerbyi Switzerland;Branchiura;sowerbyi;Branchiura sowerbyi;Switzerland;Switzerland
76;Branchiura sowerbyi United Kingdom;Branchiura;sowerbyi;Branchiura sowerbyi;United Kingdom;United Kingdom
77;Callinectes danae Italy;Callinectes;danae;Callinectes danae;Italy;Italy
78;Callinectes sapidus Albania;Callinectes;sapidus;Callinectes sapidus;Albania;Albania
79;Callinectes sapidus Belgium;Callinectes;sapidus;Callinectes sapidus;Belgium;Belgium
80;Callinectes sapidus Bulgaria;Callinectes;sapidus;Callinectes sapidus;Bulgaria;Bulgaria
81;Callinectes sapidus Croatia;Callinectes;sapidus;Callinectes sapidus;Croatia;Croatia
82;Callinectes sapidus Denmark;Callinectes;sapidus;Callinectes sapidus;Denmark;Denmark
83;Callinectes sapidus France;Callinectes;sapidus;Callinectes sapidus;France;France
84;Callinectes sapidus Germany;Callinectes;sapidus;Callinectes sapidus;Germany;Germany
85;Callinectes sapidus Greece;Callinectes;sapidus;Callinectes sapidus;Greece;Greece
86;Callinectes sapidus Italy;Callinectes;sapidus;Callinectes sapidus;Italy;Italy
87;Callinectes sapidus Montenegro;Callinectes;sapidus;Callinectes sapidus;Montenegro;Montenegro
88;Callinectes sapidus Netherlands;Callinectes;sapidus;Callinectes sapidus;Netherlands;Netherlands
89;Callinectes sapidus Portugal;Callinectes;sapidus;Callinectes sapidus;Portugal;Portugal
90;Callinectes sapidus Romania;Callinectes;sapidus;Callinectes sapidus;Romania;Romania
91;Callinectes sapidus Ukraine;Callinectes;sapidus;Callinectes sapidus;Ukraine;Ukraine
92;Caspiobdella fadejewi Austria;Caspiobdella;fadejewi;Caspiobdella fadejewi;Austria;Austria
93;Caspiobdella fadejewi France;Caspiobdella;fadejewi;Caspiobdella fadejewi;France;France
94;Caspiobdella fadejewi Germany;Caspiobdella;fadejewi;Caspiobdella fadejewi;Germany;Germany
95;Caspiobdella fadejewi Netherlands;Caspiobdella;fadejewi;Caspiobdella fadejewi;Netherlands;Netherlands
96;Caspiobdella fadejewi Poland;Caspiobdella;fadejewi;Caspiobdella fadejewi;Poland;Poland
97;Caspiobdella fadejewi Switzerland;Caspiobdella;fadejewi;Caspiobdella fadejewi;Switzerland;Switzerland
98;Chaetogammarus placidus Hungary;Chaetogammarus;placidus;Chaetogammarus placidus;Hungary;Hungary
99;Chelicorophium chelicorne Hungary;Chelicorophium;chelicorne;Chelicorophium chelicorne;Hungary;Hungary
100;Chelicorophium chelicorne Ukraine;Chelicorophium;chelicorne;Chelicorophium chelicorne;Ukraine;Ukraine
101;Chelicorophium chelicorne United Kingdom;Chelicorophium;chelicorne;Chelicorophium chelicorne;United Kingdom;United Kingdom
102;Chelicorophium curvispinum Austria;Chelicorophium;curvispinum;Chelicorophium curvispinum;Austria;Austria
103;Chelicorophium curvispinum Belgium;Chelicorophium;curvispinum;Chelicorophium curvispinum;Belgium;Belgium
104;Chelicorophium curvispinum Croatia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Croatia;Croatia
105;Chelicorophium curvispinum Czechia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Czechia;Czechia
106;Chelicorophium curvispinum Estonia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Estonia;Estonia
107;Chelicorophium curvispinum France;Chelicorophium;curvispinum;Chelicorophium curvispinum;France;France
108;Chelicorophium curvispinum Germany;Chelicorophium;curvispinum;Chelicorophium curvispinum;Germany;Germany
109;Chelicorophium curvispinum Hungary;Chelicorophium;curvispinum;Chelicorophium curvispinum;Hungary;Hungary
110;Chelicorophium curvispinum Ireland;Chelicorophium;curvispinum;Chelicorophium curvispinum;Ireland;Ireland
111;Chelicorophium curvispinum Latvia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Latvia;Latvia
112;Chelicorophium curvispinum Lithuania;Chelicorophium;curvispinum;Chelicorophium curvispinum;Lithuania;Lithuania
113;Chelicorophium curvispinum Luxembourg;Chelicorophium;curvispinum;Chelicorophium curvispinum;Luxembourg;Luxembourg
114;Chelicorophium curvispinum Netherlands;Chelicorophium;curvispinum;Chelicorophium curvispinum;Netherlands;Netherlands
115;Chelicorophium curvispinum Poland;Chelicorophium;curvispinum;Chelicorophium curvispinum;Poland;Poland
116;Chelicorophium curvispinum Republic of Serbia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Republic of Serbia;Republic of Serbia
117;Chelicorophium curvispinum Slovakia;Chelicorophium;curvispinum;Chelicorophium curvispinum;Slovakia;Slovakia
118;Chelicorophium curvispinum Switzerland;Chelicorophium;curvispinum;Chelicorophium curvispinum;Switzerland;Switzerland
119;Chelicorophium curvispinum Ukraine;Chelicorophium;curvispinum;Chelicorophium curvispinum;Ukraine;Ukraine
120;Chelicorophium curvispinum United Kingdom;Chelicorophium;curvispinum;Chelicorophium curvispinum;United Kingdom;United Kingdom
121;Chelicorophium maeoticum Hungary;Chelicorophium;maeoticum;Chelicorophium maeoticum;Hungary;Hungary
122;Chelicorophium maeoticum Moldova;Chelicorophium;maeoticum;Chelicorophium maeoticum;Moldova;Moldova
123;Chelicorophium maeoticum Ukraine;Chelicorophium;maeoticum;Chelicorophium maeoticum;Ukraine;Ukraine
124;Chelicorophium mucronatum Hungary;Chelicorophium;mucronatum;Chelicorophium mucronatum;Hungary;Hungary
125;Chelicorophium mucronatum Ukraine;Chelicorophium;mucronatum;Chelicorophium mucronatum;Ukraine;Ukraine
126;Chelicorophium nobile Hungary;Chelicorophium;nobile;Chelicorophium nobile;Hungary;Hungary
127;Chelicorophium nobile Ukraine;Chelicorophium;nobile;Chelicorophium nobile;Ukraine;Ukraine
128;Chelicorophium robustum France;Chelicorophium;robustum;Chelicorophium robustum;France;France
129;Chelicorophium robustum Germany;Chelicorophium;robustum;Chelicorophium robustum;Germany;Germany
130;Chelicorophium robustum Hungary;Chelicorophium;robustum;Chelicorophium robustum;Hungary;Hungary
131;Chelicorophium robustum Netherlands;Chelicorophium;robustum;Chelicorophium robustum;Netherlands;Netherlands
132;Chelicorophium robustum Slovakia;Chelicorophium;robustum;Chelicorophium robustum;Slovakia;Slovakia
133;Chelicorophium robustum Ukraine;Chelicorophium;robustum;Chelicorophium robustum;Ukraine;Ukraine
134;Chelicorophium sowinskyi Hungary;Chelicorophium;sowinskyi;Chelicorophium sowinskyi;Hungary;Hungary
135;Chelicorophium sowinskyi Netherlands;Chelicorophium;sowinskyi;Chelicorophium sowinskyi;Netherlands;Netherlands
136;Cherax destructor France;Cherax;destructor;Cherax destructor;France;France
137;Cherax destructor Germany;Cherax;destructor;Cherax destructor;Germany;Germany
138;Cherax destructor Spain;Cherax;destructor;Cherax destructor;Spain;Spain
139;Cherax quadricarinatus Germany;Cherax;quadricarinatus;Cherax quadricarinatus;Germany;Germany
140;Cherax quadricarinatus Malta;Cherax;quadricarinatus;Cherax quadricarinatus;Malta;Malta
141;Cherax quadricarinatus Slovenia;Cherax;quadricarinatus;Cherax quadricarinatus;Slovenia;Slovenia
142;Cherax tenuimanus Germany;Cherax;tenuimanus;Cherax tenuimanus;Germany;Germany
143;Corbicula fluminalis Belgium;Corbicula;fluminalis;Corbicula fluminalis;Belgium;Belgium
144;Corbicula fluminalis France;Corbicula;fluminalis;Corbicula fluminalis;France;France
145;Corbicula fluminalis Germany;Corbicula;fluminalis;Corbicula fluminalis;Germany;Germany
146;Corbicula fluminalis Hungary;Corbicula;fluminalis;Corbicula fluminalis;Hungary;Hungary
147;Corbicula fluminalis Italy;Corbicula;fluminalis;Corbicula fluminalis;Italy;Italy
148;Corbicula fluminalis Moldova;Corbicula;fluminalis;Corbicula fluminalis;Moldova;Moldova
149;Corbicula fluminalis Netherlands;Corbicula;fluminalis;Corbicula fluminalis;Netherlands;Netherlands
150;Corbicula fluminalis Poland;Corbicula;fluminalis;Corbicula fluminalis;Poland;Poland
151;Corbicula fluminalis Republic of Serbia;Corbicula;fluminalis;Corbicula fluminalis;Republic of Serbia;Republic of Serbia
152;Corbicula fluminalis Spain;Corbicula;fluminalis;Corbicula fluminalis;Spain;Spain
153;Corbicula fluminalis Sweden;Corbicula;fluminalis;Corbicula fluminalis;Sweden;Sweden
154;Corbicula fluminalis Switzerland;Corbicula;fluminalis;Corbicula fluminalis;Switzerland;Switzerland
155;Corbicula fluminalis Ukraine;Corbicula;fluminalis;Corbicula fluminalis;Ukraine;Ukraine
156;Corbicula fluminea Austria;Corbicula;fluminea;Corbicula fluminea;Austria;Austria
157;Corbicula fluminea Belgium;Corbicula;fluminea;Corbicula fluminea;Belgium;Belgium
158;Corbicula fluminea Bulgaria;Corbicula;fluminea;Corbicula fluminea;Bulgaria;Bulgaria
159;Corbicula fluminea Croatia;Corbicula;fluminea;Corbicula fluminea;Croatia;Croatia
160;Corbicula fluminea Czechia;Corbicula;fluminea;Corbicula fluminea;Czechia;Czechia
161;Corbicula fluminea France;Corbicula;fluminea;Corbicula fluminea;France;France
162;Corbicula fluminea Germany;Corbicula;fluminea;Corbicula fluminea;Germany;Germany
163;Corbicula fluminea Hungary;Corbicula;fluminea;Corbicula fluminea;Hungary;Hungary
164;Corbicula fluminea Ireland;Corbicula;fluminea;Corbicula fluminea;Ireland;Ireland
165;Corbicula fluminea Italy;Corbicula;fluminea;Corbicula fluminea;Italy;Italy
166;Corbicula fluminea Luxembourg;Corbicula;fluminea;Corbicula fluminea;Luxembourg;Luxembourg
167;Corbicula fluminea Moldova;Corbicula;fluminea;Corbicula fluminea;Moldova;Moldova
168;Corbicula fluminea Netherlands;Corbicula;fluminea;Corbicula fluminea;Netherlands;Netherlands
169;Corbicula fluminea Poland;Corbicula;fluminea;Corbicula fluminea;Poland;Poland
170;Corbicula fluminea Portugal;Corbicula;fluminea;Corbicula fluminea;Portugal;Portugal
171;Corbicula fluminea Romania;Corbicula;fluminea;Corbicula fluminea;Romania;Romania
172;Corbicula fluminea Republic of Serbia;Corbicula;fluminea;Corbicula fluminea;Republic of Serbia;Republic of Serbia
173;Corbicula fluminea Sweden;Corbicula;fluminea;Corbicula fluminea;Sweden;Sweden
174;Corbicula fluminea Switzerland;Corbicula;fluminea;Corbicula fluminea;Switzerland;Switzerland
175;Corbicula fluminea Ukraine;Corbicula;fluminea;Corbicula fluminea;Ukraine;Ukraine
176;Corbicula fluminea United Kingdom;Corbicula;fluminea;Corbicula fluminea;United Kingdom;United Kingdom
177;Corbicula leana France;Corbicula;leana;Corbicula leana;France;France
178;Cordylophora caspia Austria;Cordylophora;caspia;Cordylophora caspia;Austria;Austria
179;Cordylophora caspia Belgium;Cordylophora;caspia;Cordylophora caspia;Belgium;Belgium
180;Cordylophora caspia Denmark;Cordylophora;caspia;Cordylophora caspia;Denmark;Denmark
181;Cordylophora caspia Estonia;Cordylophora;caspia;Cordylophora caspia;Estonia;Estonia
182;Cordylophora caspia Finland;Cordylophora;caspia;Cordylophora caspia;Finland;Finland
183;Cordylophora caspia France;Cordylophora;caspia;Cordylophora caspia;France;France
184;Cordylophora caspia Germany;Cordylophora;caspia;Cordylophora caspia;Germany;Germany
185;Cordylophora caspia Hungary;Cordylophora;caspia;Cordylophora caspia;Hungary;Hungary
186;Cordylophora caspia Italy;Cordylophora;caspia;Cordylophora caspia;Italy;Italy
187;Cordylophora caspia Latvia;Cordylophora;caspia;Cordylophora caspia;Latvia;Latvia
188;Cordylophora caspia Lithuania;Cordylophora;caspia;Cordylophora caspia;Lithuania;Lithuania
189;Cordylophora caspia Luxembourg;Cordylophora;caspia;Cordylophora caspia;Luxembourg;Luxembourg
190;Cordylophora caspia Netherlands;Cordylophora;caspia;Cordylophora caspia;Netherlands;Netherlands
191;Cordylophora caspia Norway;Cordylophora;caspia;Cordylophora caspia;Norway;Norway
192;Cordylophora caspia Poland;Cordylophora;caspia;Cordylophora caspia;Poland;Poland
193;Cordylophora caspia Portugal;Cordylophora;caspia;Cordylophora caspia;Portugal;Portugal
194;Cordylophora caspia Spain;Cordylophora;caspia;Cordylophora caspia;Spain;Spain
195;Cordylophora caspia Sweden;Cordylophora;caspia;Cordylophora caspia;Sweden;Sweden
196;Cordylophora caspia Ukraine;Cordylophora;caspia;Cordylophora caspia;Ukraine;Ukraine
197;Cordylophora caspia United Kingdom;Cordylophora;caspia;Cordylophora caspia;United Kingdom;United Kingdom
198;Cordylophora inkermanica Ukraine;Cordylophora;inkermanica;Cordylophora inkermanica;Ukraine;Ukraine
199;Crangonyx pseudogracilis Belgium;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Belgium;Belgium
200;Crangonyx pseudogracilis France;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;France;France
201;Crangonyx pseudogracilis Germany;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Germany;Germany
202;Crangonyx pseudogracilis Ireland;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Ireland;Ireland
203;Crangonyx pseudogracilis Netherlands;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Netherlands;Netherlands
204;Crangonyx pseudogracilis Norway;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Norway;Norway
205;Crangonyx pseudogracilis Portugal;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Portugal;Portugal
206;Crangonyx pseudogracilis Sweden;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;Sweden;Sweden
207;Crangonyx pseudogracilis United Kingdom;Crangonyx;pseudogracilis;Crangonyx pseudogracilis;United Kingdom;United Kingdom
208;Craspedacusta sowerbii Austria;Craspedacusta;sowerbii;Craspedacusta sowerbii;Austria;Austria
209;Craspedacusta sowerbii Czechia;Craspedacusta;sowerbii;Craspedacusta sowerbii;Czechia;Czechia
210;Craspedacusta sowerbii England;Craspedacusta;sowerbii;Craspedacusta sowerbii;England;England
211;Craspedacusta sowerbii France;Craspedacusta;sowerbii;Craspedacusta sowerbii;France;France
212;Craspedacusta sowerbii Germany;Craspedacusta;sowerbii;Craspedacusta sowerbii;Germany;Germany
213;Craspedacusta sowerbii Ireland;Craspedacusta;sowerbii;Craspedacusta sowerbii;Ireland;Ireland
214;Craspedacusta sowerbii Italy;Craspedacusta;sowerbii;Craspedacusta sowerbii;Italy;Italy
215;Craspedacusta sowerbii Lithuania;Craspedacusta;sowerbii;Craspedacusta sowerbii;Lithuania;Lithuania
216;Craspedacusta sowerbii Luxembourg;Craspedacusta;sowerbii;Craspedacusta sowerbii;Luxembourg;Luxembourg
217;Craspedacusta sowerbii Netherlands;Craspedacusta;sowerbii;Craspedacusta sowerbii;Netherlands;Netherlands
218;Craspedacusta sowerbii Poland;Craspedacusta;sowerbii;Craspedacusta sowerbii;Poland;Poland
219;Craspedacusta sowerbii Portugal;Craspedacusta;sowerbii;Craspedacusta sowerbii;Portugal;Portugal
220;Craspedacusta sowerbii Republic of Serbia;Craspedacusta;sowerbii;Craspedacusta sowerbii;Republic of Serbia;Republic of Serbia
221;Craspedacusta sowerbii Sweden;Craspedacusta;sowerbii;Craspedacusta sowerbii;Sweden;Sweden
222;Craspedacusta sowerbii Ukraine;Craspedacusta;sowerbii;Craspedacusta sowerbii;Ukraine;Ukraine
223;Culex modestus Sweden;Culex;modestus;Culex modestus;Sweden;Sweden
224;Culex pipiens Norway;Culex;pipiens;Culex pipiens;Norway;Norway
225;Dendrocoelum romanodanubiale Austria;Dendrocoelum;romanodanubiale;Dendrocoelum romanodanubiale;Austria;Austria
226;Dendrocoelum romanodanubiale Belgium;Dendrocoelum;romanodanubiale;Dendrocoelum romanodanubiale;Belgium;Belgium
227;Dendrocoelum romanodanubiale France;Dendrocoelum;romanodanubiale;Dendrocoelum romanodanubiale;France;France
228;Dendrocoelum romanodanubiale Germany;Dendrocoelum;romanodanubiale;Dendrocoelum romanodanubiale;Germany;Germany
229;Dendrocoelum romanodanubiale Netherlands;Dendrocoelum;romanodanubiale;Dendrocoelum romanodanubiale;Netherlands;Netherlands
230;Dikerogammarus bispinosus Austria;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;Austria;Austria
231;Dikerogammarus bispinosus Croatia;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;Croatia;Croatia
232;Dikerogammarus bispinosus France;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;France;France
233;Dikerogammarus bispinosus Hungary;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;Hungary;Hungary
234;Dikerogammarus bispinosus Slovakia;Dikerogammarus;bispinosus;Dikerogammarus bispinosus;Slovakia;Slovakia
235;Dikerogammarus haemobaphes Austria;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Austria;Austria
236;Dikerogammarus haemobaphes Croatia;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Croatia;Croatia
237;Dikerogammarus haemobaphes France;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;France;France
238;Dikerogammarus haemobaphes Germany;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Germany;Germany
239;Dikerogammarus haemobaphes Hungary;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Hungary;Hungary
240;Dikerogammarus haemobaphes Moldova;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Moldova;Moldova
241;Dikerogammarus haemobaphes Netherlands;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Netherlands;Netherlands
242;Dikerogammarus haemobaphes Poland;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Poland;Poland
