Num;Keys_CS;Genre;Species;Full;Country_list_JN;Country_basemap
243;Dikerogammarus haemobaphes Slovakia;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Slovakia;Slovakia
244;Dikerogammarus haemobaphes Sweden;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Sweden;Sweden
245;Dikerogammarus haemobaphes Switzerland;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Switzerland;Switzerland
246;Dikerogammarus haemobaphes Ukraine;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;Ukraine;Ukraine
247;Dikerogammarus haemobaphes United Kingdom;Dikerogammarus;haemobaphes;Dikerogammarus haemobaphes;United Kingdom;United Kingdom
248;Dikerogammarus villosus Austria;Dikerogammarus;villosus;Dikerogammarus villosus;Austria;Austria
249;Dikerogammarus villosus Belgium;Dikerogammarus;villosus;Dikerogammarus villosus;Belgium;Belgium
250;Dikerogammarus villosus Croatia;Dikerogammarus;villosus;Dikerogammarus villosus;Croatia;Croatia
251;Dikerogammarus villosus Czechia;Dikerogammarus;villosus;Dikerogammarus villosus;Czechia;Czechia
252;Dikerogammarus villosus France;Dikerogammarus;villosus;Dikerogammarus villosus;France;France
253;Dikerogammarus villosus Germany;Dikerogammarus;villosus;Dikerogammarus villosus;Germany;Germany
254;Dikerogammarus villosus Hungary;Dikerogammarus;villosus;Dikerogammarus villosus;Hungary;Hungary
255;Dikerogammarus villosus Italy;Dikerogammarus;villosus;Dikerogammarus villosus;Italy;Italy
256;Dikerogammarus villosus Moldova;Dikerogammarus;villosus;Dikerogammarus villosus;Moldova;Moldova
257;Dikerogammarus villosus Netherlands;Dikerogammarus;villosus;Dikerogammarus villosus;Netherlands;Netherlands
258;Dikerogammarus villosus Poland;Dikerogammarus;villosus;Dikerogammarus villosus;Poland;Poland
259;Dikerogammarus villosus Republic of Serbia;Dikerogammarus;villosus;Dikerogammarus villosus;Republic of Serbia;Republic of Serbia
260;Dikerogammarus villosus Slovakia;Dikerogammarus;villosus;Dikerogammarus villosus;Slovakia;Slovakia
261;Dikerogammarus villosus Spain;Dikerogammarus;villosus;Dikerogammarus villosus;Spain;Spain
262;Dikerogammarus villosus Sweden;Dikerogammarus;villosus;Dikerogammarus villosus;Sweden;Sweden
263;Dikerogammarus villosus Switzerland;Dikerogammarus;villosus;Dikerogammarus villosus;Switzerland;Switzerland
264;Dikerogammarus villosus Ukraine;Dikerogammarus;villosus;Dikerogammarus villosus;Ukraine;Ukraine
265;Dikerogammarus villosus United Kingdom;Dikerogammarus;villosus;Dikerogammarus villosus;United Kingdom;United Kingdom
266;Dreissena bugensis Belgium;Dreissena;bugensis;Dreissena bugensis;Belgium;Belgium
267;Dreissena bugensis Bulgaria;Dreissena;bugensis;Dreissena bugensis;Bulgaria;Bulgaria
268;Dreissena bugensis Germany;Dreissena;bugensis;Dreissena bugensis;Germany;Germany
269;Dreissena bugensis Italy;Dreissena;bugensis;Dreissena bugensis;Italy;Italy
270;Dreissena bugensis Moldova;Dreissena;bugensis;Dreissena bugensis;Moldova;Moldova
271;Dreissena bugensis Netherlands;Dreissena;bugensis;Dreissena bugensis;Netherlands;Netherlands
272;Dreissena bugensis Romania;Dreissena;bugensis;Dreissena bugensis;Romania;Romania
273;Dreissena bugensis Spain;Dreissena;bugensis;Dreissena bugensis;Spain;Spain
274;Dreissena bugensis Sweden;Dreissena;bugensis;Dreissena bugensis;Sweden;Sweden
275;Dreissena bugensis Ukraine;Dreissena;bugensis;Dreissena bugensis;Ukraine;Ukraine
276;Dreissena bugensis United Kingdom;Dreissena;bugensis;Dreissena bugensis;United Kingdom;United Kingdom
277;Dreissena polymorpha Austria;Dreissena;polymorpha;Dreissena polymorpha;Austria;Austria
278;Dreissena polymorpha Belgium;Dreissena;polymorpha;Dreissena polymorpha;Belgium;Belgium
279;Dreissena polymorpha Bulgaria;Dreissena;polymorpha;Dreissena polymorpha;Bulgaria;Bulgaria
280;Dreissena polymorpha Croatia;Dreissena;polymorpha;Dreissena polymorpha;Croatia;Croatia
281;Dreissena polymorpha Czechia;Dreissena;polymorpha;Dreissena polymorpha;Czechia;Czechia
282;Dreissena polymorpha Denmark;Dreissena;polymorpha;Dreissena polymorpha;Denmark;Denmark
283;Dreissena polymorpha Estonia;Dreissena;polymorpha;Dreissena polymorpha;Estonia;Estonia
284;Dreissena polymorpha Finland;Dreissena;polymorpha;Dreissena polymorpha;Finland;Finland
285;Dreissena polymorpha France;Dreissena;polymorpha;Dreissena polymorpha;France;France
286;Dreissena polymorpha Germany;Dreissena;polymorpha;Dreissena polymorpha;Germany;Germany
287;Dreissena polymorpha Greece;Dreissena;polymorpha;Dreissena polymorpha;Greece;Greece
288;Dreissena polymorpha Hungary;Dreissena;polymorpha;Dreissena polymorpha;Hungary;Hungary
289;Dreissena polymorpha Ireland;Dreissena;polymorpha;Dreissena polymorpha;Ireland;Ireland
290;Dreissena polymorpha Italy;Dreissena;polymorpha;Dreissena polymorpha;Italy;Italy
291;Dreissena polymorpha Latvia;Dreissena;polymorpha;Dreissena polymorpha;Latvia;Latvia
292;Dreissena polymorpha Lithuania;Dreissena;polymorpha;Dreissena polymorpha;Lithuania;Lithuania
293;Dreissena polymorpha Luxembourg;Dreissena;polymorpha;Dreissena polymorpha;Luxembourg;Luxembourg
294;Dreissena polymorpha Netherlands;Dreissena;polymorpha;Dreissena polymorpha;Netherlands;Netherlands
295;Dreissena polymorpha Poland;Dreissena;polymorpha;Dreissena polymorpha;Poland;Poland
296;Dreissena polymorpha Republic of Serbia;Dreissena;polymorpha;Dreissena polymorpha;Republic of Serbia;Republic of Serbia
297;Dreissena polymorpha Spain;Dreissena;polymorpha;Dreissena polymorpha;Spain;Spain
298;Dreissena polymorpha Sweden;Dreissena;polymorpha;Dreissena polymorpha;Sweden;Sweden
299;Dreissena polymorpha Switzerland;Dreissena;polymorpha;Dreissena polymorpha;Switzerland;Switzerland
300;Dreissena polymorpha Ukraine;Dreissena;polymorpha;Dreissena polymorpha;Ukraine;Ukraine
301;Dreissena polymorpha United Kingdom;Dreissena;polymorpha;Dreissena polymorpha;United Kingdom;United Kingdom
302;Dreissena rostriformis bugensis France;Dreissena;rostriformis bugensis;Dreissena rostriformis bugensis;France;France
303;Dreissena rostriformis bugensis Germany;Dreissena;rostriformis bugensis;Dreissena rostriformis bugensis;Germany;Germany
304;Dreissena rostriformis bugensis Hungary;Dreissena;rostriformis bugensis;Dreissena rostriformis bugensis;Hungary;Hungary
305;Dreissena rostriformis bugensis Moldova;Dreissena;rostriformis bugensis;Dreissena rostriformis bugensis;Moldova;Moldova
306;Echinogammarus berilloni Belgium;Echinogammarus;berilloni;Echinogammarus berilloni;Belgium;Belgium
307;Echinogammarus berilloni France;Echinogammarus;berilloni;Echinogammarus berilloni;France;France
308;Echinogammarus berilloni Germany;Echinogammarus;berilloni;Echinogammarus berilloni;Germany;Germany
309;Echinogammarus berilloni Luxembourg;Echinogammarus;berilloni;Echinogammarus berilloni;Luxembourg;Luxembourg
310;Echinogammarus berilloni Switzerland;Echinogammarus;berilloni;Echinogammarus berilloni;Switzerland;Switzerland
311;Echinogammarus ischnus Austria;Echinogammarus;ischnus;Echinogammarus ischnus;Austria;Austria
312;Echinogammarus ischnus France;Echinogammarus;ischnus;Echinogammarus ischnus;France;France
313;Echinogammarus ischnus Germany;Echinogammarus;ischnus;Echinogammarus ischnus;Germany;Germany
314;Echinogammarus ischnus Hungary;Echinogammarus;ischnus;Echinogammarus ischnus;Hungary;Hungary
315;Echinogammarus ischnus Lithuania;Echinogammarus;ischnus;Echinogammarus ischnus;Lithuania;Lithuania
316;Echinogammarus ischnus Netherlands;Echinogammarus;ischnus;Echinogammarus ischnus;Netherlands;Netherlands
317;Echinogammarus ischnus Poland;Echinogammarus;ischnus;Echinogammarus ischnus;Poland;Poland
318;Echinogammarus ischnus Slovakia;Echinogammarus;ischnus;Echinogammarus ischnus;Slovakia;Slovakia
319;Echinogammarus ischnus Sweden;Echinogammarus;ischnus;Echinogammarus ischnus;Sweden;Sweden
320;Echinogammarus ischnus Switzerland;Echinogammarus;ischnus;Echinogammarus ischnus;Switzerland;Switzerland
321;Echinogammarus ischnus Ukraine;Echinogammarus;ischnus;Echinogammarus ischnus;Ukraine;Ukraine
322;Echinogammarus ischnus United Kingdom;Echinogammarus;ischnus;Echinogammarus ischnus;United Kingdom;United Kingdom
323;Echinogammarus trichiatus Austria;Echinogammarus;trichiatus;Echinogammarus trichiatus;Austria;Austria
324;Echinogammarus trichiatus Belgium;Echinogammarus;trichiatus;Echinogammarus trichiatus;Belgium;Belgium
325;Echinogammarus trichiatus France;Echinogammarus;trichiatus;Echinogammarus trichiatus;France;France
326;Echinogammarus trichiatus Germany;Echinogammarus;trichiatus;Echinogammarus trichiatus;Germany;Germany
327;Echinogammarus trichiatus Hungary;Echinogammarus;trichiatus;Echinogammarus trichiatus;Hungary;Hungary
328;Echinogammarus trichiatus Netherlands;Echinogammarus;trichiatus;Echinogammarus trichiatus;Netherlands;Netherlands
329;Echinogammarus trichiatus Poland;Echinogammarus;trichiatus;Echinogammarus trichiatus;Poland;Poland
330;Echinogammarus trichiatus Slovakia;Echinogammarus;trichiatus;Echinogammarus trichiatus;Slovakia;Slovakia
331;Echinogammarus trichiatus Switzerland;Echinogammarus;trichiatus;Echinogammarus trichiatus;Switzerland;Switzerland
332;Echinogammarus trichiatus Ukraine;Echinogammarus;trichiatus;Echinogammarus trichiatus;Ukraine;Ukraine
333;Emmericia patula France;Emmericia;patula;Emmericia patula;France;France
334;Emmericia patula Germany;Emmericia;patula;Emmericia patula;Germany;Germany
335;Eriocheir sinensis Belgium;Eriocheir;sinensis;Eriocheir sinensis;Belgium;Belgium
336;Eriocheir sinensis Czechia;Eriocheir;sinensis;Eriocheir sinensis;Czechia;Czechia
337;Eriocheir sinensis Denmark;Eriocheir;sinensis;Eriocheir sinensis;Denmark;Denmark
338;Eriocheir sinensis Estonia;Eriocheir;sinensis;Eriocheir sinensis;Estonia;Estonia
339;Eriocheir sinensis Finland;Eriocheir;sinensis;Eriocheir sinensis;Finland;Finland
340;Eriocheir sinensis France;Eriocheir;sinensis;Eriocheir sinensis;France;France
341;Eriocheir sinensis Germany;Eriocheir;sinensis;Eriocheir sinensis;Germany;Germany
342;Eriocheir sinensis Hungary;Eriocheir;sinensis;Eriocheir sinensis;Hungary;Hungary
343;Eriocheir sinensis Ireland;Eriocheir;sinensis;Eriocheir sinensis;Ireland;Ireland
344;Eriocheir sinensis Italy;Eriocheir;sinensis;Eriocheir sinensis;Italy;Italy
345;Eriocheir sinensis Latvia;Eriocheir;sinensis;Eriocheir sinensis;Latvia;Latvia
346;Eriocheir sinensis Lithuania;Eriocheir;sinensis;Eriocheir sinensis;Lithuania;Lithuania
347;Eriocheir sinensis Luxembourg;Eriocheir;sinensis;Eriocheir sinensis;Luxembourg;Luxembourg
348;Eriocheir sinensis Netherlands;Eriocheir;sinensis;Eriocheir sinensis;Netherlands;Netherlands
349;Eriocheir sinensis Poland;Eriocheir;sinensis;Eriocheir sinensis;Poland;Poland
350;Eriocheir sinensis Portugal;Eriocheir;sinensis;Eriocheir sinensis;Portugal;Portugal
351;Eriocheir sinensis Romania;Eriocheir;sinensis;Eriocheir sinensis;Romania;Romania
352;Eriocheir sinensis Republic of Serbia;Eriocheir;sinensis;Eriocheir sinensis;Republic of Serbia;Republic of Serbia
353;Eriocheir sinensis Slovakia;Eriocheir;sinensis;Eriocheir sinensis;Slovakia;Slovakia
354;Eriocheir sinensis Spain;Eriocheir;sinensis;Eriocheir sinensis;Spain;Spain
355;Eriocheir sinensis Sweden;Eriocheir;sinensis;Eriocheir sinensis;Sweden;Sweden
356;Eriocheir sinensis Ukraine;Eriocheir;sinensis;Eriocheir sinensis;Ukraine;Ukraine
357;Eriocheir sinensis United Kingdom;Eriocheir;sinensis;Eriocheir sinensis;United Kingdom;United Kingdom
358;Eukerria saltensis Italy;Eukerria;saltensis;Eukerria saltensis;Italy;Italy
359;Faxonius immunis France;Faxonius;immunis;Faxonius immunis;France;France
360;Faxonius immunis Germany;Faxonius;immunis;Faxonius immunis;Germany;Germany
361;Faxonius immunis Sweden;Faxonius;immunis;Faxonius immunis;Sweden;Sweden
362;Faxonius juvenilis France;Faxonius;juvenilis;Faxonius juvenilis;France;France
363;Faxonius limosus Austria;Faxonius;limosus;Faxonius limosus;Austria;Austria
364;Faxonius limosus Belgium;Faxonius;limosus;Faxonius limosus;Belgium;Belgium
365;Faxonius limosus Croatia;Faxonius;limosus;Faxonius limosus;Croatia;Croatia
366;Faxonius limosus Czechia;Faxonius;limosus;Faxonius limosus;Czechia;Czechia
367;Faxonius limosus Estonia;Faxonius;limosus;Faxonius limosus;Estonia;Estonia
368;Faxonius limosus France;Faxonius;limosus;Faxonius limosus;France;France
369;Faxonius limosus Germany;Faxonius;limosus;Faxonius limosus;Germany;Germany
370;Faxonius limosus Hungary;Faxonius;limosus;Faxonius limosus;Hungary;Hungary
371;Faxonius limosus Italy;Faxonius;limosus;Faxonius limosus;Italy;Italy
372;Faxonius limosus Latvia;Faxonius;limosus;Faxonius limosus;Latvia;Latvia
373;Faxonius limosus Lithuania;Faxonius;limosus;Faxonius limosus;Lithuania;Lithuania
374;Faxonius limosus Luxembourg;Faxonius;limosus;Faxonius limosus;Luxembourg;Luxembourg
375;Faxonius limosus Netherlands;Faxonius;limosus;Faxonius limosus;Netherlands;Netherlands
376;Faxonius limosus Poland;Faxonius;limosus;Faxonius limosus;Poland;Poland
377;Faxonius limosus Romania;Faxonius;limosus;Faxonius limosus;Romania;Romania
378;Faxonius limosus Republic of Serbia;Faxonius;limosus;Faxonius limosus;Republic of Serbia;Republic of Serbia
379;Faxonius limosus Slovakia;Faxonius;limosus;Faxonius limosus;Slovakia;Slovakia
380;Faxonius limosus Slovenia;Faxonius;limosus;Faxonius limosus;Slovenia;Slovenia
381;Faxonius limosus Spain;Faxonius;limosus;Faxonius limosus;Spain;Spain
382;Faxonius limosus Sweden;Faxonius;limosus;Faxonius limosus;Sweden;Sweden
383;Faxonius limosus Switzerland;Faxonius;limosus;Faxonius limosus;Switzerland;Switzerland
384;Faxonius limosus United Kingdom;Faxonius;limosus;Faxonius limosus;United Kingdom;United Kingdom
385;Faxonius rusticus Germany;Faxonius;rusticus;Faxonius rusticus;Germany;Germany
386;Faxonius rusticus Sweden;Faxonius;rusticus;Faxonius rusticus;Sweden;Sweden
387;Faxonius virilis Netherlands;Faxonius;virilis;Faxonius virilis;Netherlands;Netherlands
388;Faxonius virilis Sweden;Faxonius;virilis;Faxonius virilis;Sweden;Sweden
389;Faxonius virilis United Kingdom;Faxonius;virilis;Faxonius virilis;United Kingdom;United Kingdom
390;Ferrissia californica Austria;Ferrissia;californica;Ferrissia californica;Austria;Austria
391;Ferrissia californica Belgium;Ferrissia;californica;Ferrissia californica;Belgium;Belgium
392;Ferrissia californica Czechia;Ferrissia;californica;Ferrissia californica;Czechia;Czechia
393;Ferrissia californica France;Ferrissia;californica;Ferrissia californica;France;France
394;Ferrissia californica Germany;Ferrissia;californica;Ferrissia californica;Germany;Germany
395;Ferrissia californica Greece;Ferrissia;californica;Ferrissia californica;Greece;Greece
396;Ferrissia californica Hungary;Ferrissia;californica;Ferrissia californica;Hungary;Hungary
397;Ferrissia californica Italy;Ferrissia;californica;Ferrissia californica;Italy;Italy
398;Ferrissia californica Moldova;Ferrissia;californica;Ferrissia californica;Moldova;Moldova
399;Ferrissia californica Poland;Ferrissia;californica;Ferrissia californica;Poland;Poland
400;Ferrissia californica Portugal;Ferrissia;californica;Ferrissia californica;Portugal;Portugal
401;Ferrissia californica Romania;Ferrissia;californica;Ferrissia californica;Romania;Romania
402;Ferrissia californica Spain;Ferrissia;californica;Ferrissia californica;Spain;Spain
403;Ferrissia californica Sweden;Ferrissia;californica;Ferrissia californica;Sweden;Sweden
404;Ferrissia californica Ukraine;Ferrissia;californica;Ferrissia californica;Ukraine;Ukraine
405;Ferrissia californica United Kingdom;Ferrissia;californica;Ferrissia californica;United Kingdom;United Kingdom
406;Ferrissia clessiniana Czechia;Ferrissia;clessiniana;Ferrissia clessiniana;Czechia;Czechia
407;Ferrissia clessiniana Ireland;Ferrissia;clessiniana;Ferrissia clessiniana;Ireland;Ireland
408;Ferrissia clessiniana Latvia;Ferrissia;clessiniana;Ferrissia clessiniana;Latvia;Latvia
409;Ferrissia parallelus Germany;Ferrissia;parallelus;Ferrissia parallelus;Germany;Germany
410;Galba cubensis Austria;Galba;cubensis;Galba cubensis;Austria;Austria
411;Galba cubensis Germany;Galba;cubensis;Galba cubensis;Germany;Germany
412;Galba truncatula Portugal;Galba;truncatula;Galba truncatula;Portugal;Portugal
413;Gammarus fasciatus Sweden;Gammarus;fasciatus;Gammarus fasciatus;Sweden;Sweden
414;Gammarus lacustris Estonia;Gammarus;lacustris;Gammarus lacustris;Estonia;Estonia
415;Gammarus pulex United Kingdom;Gammarus;pulex;Gammarus pulex;United Kingdom;United Kingdom
416;Gammarus roeselii Belgium;Gammarus;roeselii;Gammarus roeselii;Belgium;Belgium
417;Gammarus roeselii France;Gammarus;roeselii;Gammarus roeselii;France;France
418;Gammarus roeselii Italy;Gammarus;roeselii;Gammarus roeselii;Italy;Italy
419;Gammarus roeselii Netherlands;Gammarus;roeselii;Gammarus roeselii;Netherlands;Netherlands
420;Gammarus roeselii Poland;Gammarus;roeselii;Gammarus roeselii;Poland;Poland
421;Gammarus tigrinus Belgium;Gammarus;tigrinus;Gammarus tigrinus;Belgium;Belgium
422;Gammarus tigrinus Estonia;Gammarus;tigrinus;Gammarus tigrinus;Estonia;Estonia
423;Gammarus tigrinus Finland;Gammarus;tigrinus;Gammarus tigrinus;Finland;Finland
424;Gammarus tigrinus France;Gammarus;tigrinus;Gammarus tigrinus;France;France
425;Gammarus tigrinus Germany;Gammarus;tigrinus;Gammarus tigrinus;Germany;Germany
426;Gammarus tigrinus Lithuania;Gammarus;tigrinus;Gammarus tigrinus;Lithuania;Lithuania
427;Gammarus tigrinus Luxembourg;Gammarus;tigrinus;Gammarus tigrinus;Luxembourg;Luxembourg
428;Gammarus tigrinus Netherlands;Gammarus;tigrinus;Gammarus tigrinus;Netherlands;Netherlands
429;Gammarus tigrinus Poland;Gammarus;tigrinus;Gammarus tigrinus;Poland;Poland
430;Gammarus tigrinus Sweden;Gammarus;tigrinus;Gammarus tigrinus;Sweden;Sweden
431;Gammarus tigrinus Switzerland;Gammarus;tigrinus;Gammarus tigrinus;Switzerland;Switzerland
432;Gammarus tigrinus United Kingdom;Gammarus;tigrinus;Gammarus tigrinus;United Kingdom;United Kingdom
433;Gammarus varsoviensis Germany;Gammarus;varsoviensis;Gammarus varsoviensis;Germany;Germany
434;Gammarus varsoviensis Poland;Gammarus;varsoviensis;Gammarus varsoviensis;Poland;Poland
435;Girardia tigrina Austria;Girardia;tigrina;Girardia tigrina;Austria;Austria
436;Girardia tigrina Belgium;Girardia;tigrina;Girardia tigrina;Belgium;Belgium
437;Girardia tigrina Czechia;Girardia;tigrina;Girardia tigrina;Czechia;Czechia
438;Girardia tigrina France;Girardia;tigrina;Girardia tigrina;France;France
439;Girardia tigrina Germany;Girardia;tigrina;Girardia tigrina;Germany;Germany
440;Girardia tigrina Ireland;Girardia;tigrina;Girardia tigrina;Ireland;Ireland
441;Girardia tigrina Italy;Girardia;tigrina;Girardia tigrina;Italy;Italy
442;Girardia tigrina Luxembourg;Girardia;tigrina;Girardia tigrina;Luxembourg;Luxembourg
443;Girardia tigrina Netherlands;Girardia;tigrina;Girardia tigrina;Netherlands;Netherlands
444;Girardia tigrina Poland;Girardia;tigrina;Girardia tigrina;Poland;Poland
445;Girardia tigrina Switzerland;Girardia;tigrina;Girardia tigrina;Switzerland;Switzerland
446;Gmelinoides fasciatus Estonia;Gmelinoides;fasciatus;Gmelinoides fasciatus;Estonia;Estonia
447;Gmelinoides fasciatus Finland;Gmelinoides;fasciatus;Gmelinoides fasciatus;Finland;Finland
448;Gmelinoides fasciatus Sweden;Gmelinoides;fasciatus;Gmelinoides fasciatus;Sweden;Sweden
449;Gyraulus chinensis Austria;Gyraulus;chinensis;Gyraulus chinensis;Austria;Austria
450;Gyraulus chinensis France;Gyraulus;chinensis;Gyraulus chinensis;France;France
451;Gyraulus chinensis Germany;Gyraulus;chinensis;Gyraulus chinensis;Germany;Germany
452;Gyraulus chinensis Italy;Gyraulus;chinensis;Gyraulus chinensis;Italy;Italy
453;Gyraulus chinensis Netherlands;Gyraulus;chinensis;Gyraulus chinensis;Netherlands;Netherlands
454;Gyraulus chinensis Portugal;Gyraulus;chinensis;Gyraulus chinensis;Portugal;Portugal
455;Gyraulus chinensis Spain;Gyraulus;chinensis;Gyraulus chinensis;Spain;Spain
456;Gyraulus chinensis Sweden;Gyraulus;chinensis;Gyraulus chinensis;Sweden;Sweden
457;Gyraulus parvus Czechia;Gyraulus;parvus;Gyraulus parvus;Czechia;Czechia
458;Gyraulus parvus France;Gyraulus;parvus;Gyraulus parvus;France;France
459;Gyraulus parvus Germany;Gyraulus;parvus;Gyraulus parvus;Germany;Germany
460;Gyraulus parvus Netherlands;Gyraulus;parvus;Gyraulus parvus;Netherlands;Netherlands
461;Gyraulus parvus Sweden;Gyraulus;parvus;Gyraulus parvus;Sweden;Sweden
462;Gyraulus parvus Switzerland;Gyraulus;parvus;Gyraulus parvus;Switzerland;Switzerland
463;Helobdella punctatolineata Germany;Helobdella;punctatolineata;Helobdella punctatolineata;Germany;Germany
464;Hemimysis anomala Austria;Hemimysis;anomala;Hemimysis anomala;Austria;Austria
465;Hemimysis anomala Belgium;Hemimysis;anomala;Hemimysis anomala;Belgium;Belgium
466;Hemimysis anomala Croatia;Hemimysis;anomala;Hemimysis anomala;Croatia;Croatia
467;Hemimysis anomala Estonia;Hemimysis;anomala;Hemimysis anomala;Estonia;Estonia
468;Hemimysis anomala Finland;Hemimysis;anomala;Hemimysis anomala;Finland;Finland
469;Hemimysis anomala France;Hemimysis;anomala;Hemimysis anomala;France;France
470;Hemimysis anomala Germany;Hemimysis;anomala;Hemimysis anomala;Germany;Germany
471;Hemimysis anomala Hungary;Hemimysis;anomala;Hemimysis anomala;Hungary;Hungary
472;Hemimysis anomala Ireland;Hemimysis;anomala;Hemimysis anomala;Ireland;Ireland
473;Hemimysis anomala Lithuania;Hemimysis;anomala;Hemimysis anomala;Lithuania;Lithuania
474;Hemimysis anomala Moldova;Hemimysis;anomala;Hemimysis anomala;Moldova;Moldova
475;Hemimysis anomala Netherlands;Hemimysis;anomala;Hemimysis anomala;Netherlands;Netherlands
476;Hemimysis anomala Poland;Hemimysis;anomala;Hemimysis anomala;Poland;Poland
477;Hemimysis anomala Republic of Serbia;Hemimysis;anomala;Hemimysis anomala;Republic of Serbia;Republic of Serbia
478;Hemimysis anomala Slovakia;Hemimysis;anomala;Hemimysis anomala;Slovakia;Slovakia
479;Hemimysis anomala Sweden;Hemimysis;anomala;Hemimysis anomala;Sweden;Sweden
480;Hemimysis anomala Switzerland;Hemimysis;anomala;Hemimysis anomala;Switzerland;Switzerland
481;Hemimysis anomala Ukraine;Hemimysis;anomala;Hemimysis anomala;Ukraine;Ukraine
482;Hemimysis anomala United Kingdom;Hemimysis;anomala;Hemimysis anomala;United Kingdom;United Kingdom
483;Hypania invalida Austria;Hypania;invalida;Hypania invalida;Austria;Austria
484;Hypania invalida Belgium;Hypania;invalida;Hypania invalida;Belgium;Belgium
485;Hypania invalida France;Hypania;invalida;Hypania invalida;France;France
486;Hypania invalida Germany;Hypania;invalida;Hypania invalida;Germany;Germany
487;Hypania invalida Netherlands;Hypania;invalida;Hypania invalida;Netherlands;Netherlands
488;Hypania invalida Poland;Hypania;invalida;Hypania invalida;Poland;Poland
489;Hypania invalida Republic of Serbia;Hypania;invalida;Hypania invalida;Republic of Serbia;Republic of Serbia
490;Hypania invalida Switzerland;Hypania;invalida;Hypania invalida;Switzerland;Switzerland
491;Hypania invalida Ukraine;Hypania;invalida;Hypania invalida;Ukraine;Ukraine
492;Hypania invalida United Kingdom;Hypania;invalida;Hypania invalida;United Kingdom;United Kingdom
493;Hypaniola kowalewskii Ukraine;Hypaniola;kowalewskii;Hypaniola kowalewskii;Ukraine;Ukraine
